FilmID,Tittel,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
60,"Suburbans, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,"Brother from Another Planet, The (1984)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,Song of the South (1946),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,Foreign Student (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,"Great Race, The (1965)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
65,"Minus Man, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,Rosetta (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,"Corruptor, The (1999)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
69,Zone 39 (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,"General, The (1927)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Being Human (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,"Money Pit, The (1986)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Adventures of Milo and Otis, The (1986)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Nine 1/2 Weeks (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,Bride of Chucky (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,Flatliners (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,New York Cop (1996),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,Barenaked in America (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,"Last Detail, The (1973)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80,Twin Dragons (Shuang long hui) (1992),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Man Who Knew Too Much, The (1956)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,Jackie Brown (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83,Stigmata (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,U2: Rattle and Hum (1988),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
85,Sister Act (1992),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
86,Kagemusha (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
87,Splendor in the Grass (1961),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,Star Trek: Insurrection (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,Hangmen Also Die (1943),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90,Six Ways to Sunday (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Back Stage (2000),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,Still Crazy (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
93,Boiling Point (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,Rocky II (1979),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,Honigmond (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"World Is Not Enough, The (1999)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,Young Sherlock Holmes (1985),1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,"Joy Luck Club, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,All Over Me (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,Come See the Paradise (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
101,When We Were Kings (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,Schizopolis (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Killer: A Journal of Murder (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
105,Barcelona (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
106,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,Perfect Blue (1997),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,White Christmas (1954),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,Message to Love: The Isle of Wight Festival (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,My Bodyguard (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,Destiny Turns on the Radio (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Cold Fever (Á köldum klaka) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
113,Steal This Movie! (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,Dinosaur (2000),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Air Up There, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Old Man and the Sea, The (1958)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,Buck and the Preacher (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,Two if by Sea (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
119,For Love or Money (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Suddenly, Last Summer (1959)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,Rising Sun (1993),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
123,On the Beach (1959),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,Time Code (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,"Gate of Heavenly Peace, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,Manhattan Murder Mystery (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
128,Queen Margot (La Reine Margot) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
129,Frequency (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
130,Adrenalin: Fear the Rush (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,Hook (1991),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,My Fair Lady (1964),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
134,Jude (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,"Maltese Falcon, The (1941)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
137,Bringing Out the Dead (1999),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
138,Two Thousand Maniacs! (1964),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,"Candidate, The (1972)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,Ghost (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
141,"Last Temptation of Christ, The (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,House Party 2 (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"Forbidden Christ, The (Cristo proibito, Il) (1950)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,Sleepover (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
145,2010 (1984),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
146,Charm's Incidents (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,"Leading Man, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,Go West (1925),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Thelma & Louise (1991),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,Blade Runner (1982),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
151,Sabotage (1936),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,Clay Pigeons (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,Running Free (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,Cobb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,"Jewel of the Nile, The (1985)",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
156,East Palace West Palace (Dong gong xi gong) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157,Tales From the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158,"Next Step, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159,Little Odessa (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,"Third Man, The (1949)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
161,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
162,"Rescuers, The (1977)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Cotton Mary (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,Body Heat (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
165,Atlantic City (1980),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
166,Romancing the Stone (1984),1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
167,Happiness Is in the Field (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Surviving Picasso (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,Condition Red (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
170,Halloween (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
171,Ghostbusters II (1989),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
172,Cube (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,My Favorite Martian (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,Tin Men (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
175,Volunteers (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Lion King, The (1994)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177,Touch of Evil (1958),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
178,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,Patton (1970),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
180,"Tigger Movie, The (2000)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Little Big League (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Nineteen Eighty-Four (1984),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
183,Under the Domin Tree (Etz Hadomim Tafus) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,With Byrd at the South Pole (1930),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,"Fast, Cheap & Out of Control (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,Hellraiser III: Hell on Earth (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,Playing God (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
188,Alien³ (1992),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
189,"Far Off Place, A (1993)",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
190,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,Lord of the Flies (1963),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
192,Things to Do in Denver when You're Dead (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
193,Smiling Fish and Goat on Fire (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,"Sea Wolves, The (1980)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,We're Back! A Dinosaur's Story (1993),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"Scarlet Letter, The (1926)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,Vampire in Brooklyn (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
198,Conceiving Ada (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
199,"Great Day in Harlem, A (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,Pet Sematary (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,Virtuosity (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
202,"Love Bewitched, A (El Amor Brujo) (1986)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,Midnight Run (1988),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
204,Three Days of the Condor (1975),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,Ordinary People (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,"Golden Bowl, The (2000)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,Something for Everyone (1970),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
208,Suture (1993),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
209,"Shop Around the Corner, The (1940)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
210,"Blue Lagoon, The (1980)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
211,"301, 302 (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212,Elstree Calling (1930),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
213,Child's Play 3 (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214,Drugstore Cowboy (1989),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
215,"Van, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
216,Duel in the Sun (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,Leatherface: Texas Chainsaw Massacre III (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,Bed of Roses (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
219,Whatever (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,"Evening Star, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
221,"Baby-Sitters Club, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"Terrorist, The (Malli) (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,"Hustler, The (1961)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,Stalingrad (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225,When a Man Loves a Woman (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,Sonic Outlaws (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,"Good Earth, The (1937)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,Erin Brockovich (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229,Madeline (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Love Affair (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
231,Whipped (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"Dog's Life, A (1920)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Paris Was a Woman (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,To Cross the Rubicon (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235,Winnie the Pooh and the Blustery Day (1968),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"In Crowd, The (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,Fried Green Tomatoes (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,Dead Again (1991),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
239,SubUrbia (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Braddock: Missing in Action III (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,Wild Wild West (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
242,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
243,Good Will Hunting (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,Tetsuo II: Body Hammer (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,Modern Times (1936),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Nemesis 2: Nebula (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
248,Resurrection Man (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
249,"Institute Benjamenta, or This Dream People Call Human Life (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,Heidi Fleiss: Hollywood Madam (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251,Braindead (1992),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
252,Criminal Lovers (Les Amants Criminels) (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,"Superweib, Das (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Traveller (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,Zero Kelvin (Kjærlighetens kjøtere) (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,What Happened Was... (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
257,Old Yeller (1957),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,Half Baked (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Nénette et Boni (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,"Thirteenth Floor, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
261,Beyond the Poseidon Adventure (1979),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"Little Rascals, The (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"Ennui, L' (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
264,Power 98 (1995),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
265,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
266,Screwed (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Bonfire of the Vanities (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Repossessed (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"Mystery, Alaska (1999)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Shanghai Noon (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
